配 件 信 息 一 览 表,,,,,,,,,,,
PEI JIAN XIN XI YI LAN BIAO,,,,,,,,,,,
打印日期：,2017/5/3,,,,,,,,,,
序号,配件编码,类别,单位,重量,一级进价,一级销价,名称,供应商名称,公司名称,定价公司,定价公司
11376,YCHW200YFZ,油浮子,只,,0,0,油浮子,,,01,01
11377,YCHW300YFZ,鲁重,只,,78,105,油浮子,,,01,01
11378,YCHW380HBYFZ,鲁重,只,,78,105,油浮子,,,01,01
11379,YCHW380YFZ,油浮子,只,,0,0,油浮子,,,01,01
11380,YCHWA7NFDZ,,只,,30,0,暖风电阻,,,01,01
11381,ychwfdj,北京奥博,台,,440,480,发电机,,,01,01
11382,YCHWHWD,灯炮,付,,0,0,后尾灯,,,01,01
11383,ychwjys08,,只,,17,0,机油塞,,全公司共享,01,01
11384,ychwkdkg,鲁重,只,,18,20,倒车灯开关,,,01,01
11385,YCHWNFDZ,,只,,9,0,暖风电阻,,,01,01
11386,YCHWQYBJQ,气压报警器,只,,0,0,气压报警器,,,01,01
11387,YCHWSGQ,闪光器,只,,0,0,闪光器,,,01,01
11388,YCJ6CSCGQ,鲁重,只,,0,0,车速传感器,,,01,01
11389,YCJ6DCDKG1,鲁重,只,,10,20,倒车灯开关,,,01,01
11390,YCJ6DCDKG4,鲁重,只,,10,20,倒车灯开关,,,01,01
11391,ycj6ddkg,大灯开关,只,,0,0,大灯开关,,,01,01
11392,YCJ6DDMKG,电动门开关,只,,0,0,电动门开关,,,01,01
11393,YCJ6DDZC,灯炮,只,,0,0,大灯总成,,,01,01
11394,YCJ6DYQ,点烟器,只,,12,0,点烟器,,,01,01
11395,ycj6dyzkg,电源总开关,只,,20,0,电源总开关,,,01,01
11396,YCJ6JYS1,机油感应塞,只,,28,0,电子机油感应塞,,,01,01
11397,YCJ6kdKG,鲁重,只,,6.8,0,空档开关,,,01,01
11398,YCJ6KDKGA1,鲁重,只,,10,20,空挡开关,,,01,01
11399,ycj6ldg2,雨刮连动杆,根,,0,0,雨刮连动杆,,,01,01
11400,YCJ6NFDZ,,只,,0,0,暖风电阻,,,01,01
11401,ycj6nfsx,暖风水箱,只,,0,0,暖风水箱,,,01,01
11402,YCJ6PQZDF,排气制动阀,只,,210,0,排气制动阀,,,01,01
11403,YCJ6QYBJQ1,鲁重,只,,14,0,电子气压报警器,,,01,01
11404,YCJ6YBZC,仪表总成,只,,700,0,仪表总成,,,01,01
11405,YCJ6YBZC1,仪表总成,只,,700,0,仪表总成,,,01,01
11406,YCJ6YBZC2,仪表总成,只,,360,0,仪表总成,,,01,01
11407,YCJ6YBZC3,仪表总成,只,,360,0,仪表总成,,,01,01
11408,ycj6yddsjq,升降器,只,,75,110,电动升降器,,,01,01
11409,YCJ6ZDDSJQ,升降器,只,,75,110,电动升降器,,,01,01
11410,ycj6zddsk,锁块,只,,0,0,锁块,,,01,01
11411,YCJ6ZSJQ,升降器,只,,0,0,升降器,,,01,01
11412,YCJBYGDJ,雨刮电机,只,,125,135,雨刮电机,,,01,01
11413,ycjhdcdkg,倒车灯开关,只,,0,0,倒车灯开关,,,01,01
11414,YCJHLCB,,只,,0,0,里程表,,全公司共享,01,01
11415,ycjhnfsx,暖风水箱,只,,38,0,暖风水箱,,,01,01
11416,ycjhpqzf,排气制动阀,只,,44,0,排气制动阀,,,01,01
11417,YCJHWKZHKG,组合开关,只,,55,58,组合开关,,,01,01
11418,ycjhxhq,熄火器,只,,0,0,熄火器,,,01,01
11419,ycjhxhq0,熄火器,只,,0,0,熄火器,,,01,01
11420,ycjhxhq1,熄火器,只,,0,0,熄火器,,,01,01
11421,ycjhxhq3,熄火器,只,,0,0,熄火器,,,01,01
11422,YCJHYFZSLYFZ,油浮子,只,,0,0,油浮子,,,01,01
11423,YCJHYSJQ,升降器,只,,22,27,升降器,,,01,01
11424,ycjhyxg,油箱盖,只,,0,0,油箱盖,,,01,01
11425,YCJHZSJQ,升降器,只,,22,27,升降器,,,01,01
11426,YCJNWYBZC,仪表总成,只,,260,,仪表总成,,,01,01
11427,YCJNWYBZC1,仪表总成,只,,0,365,仪表总成,,,01,01
11428,ycjwq,,只,,110,0,节温器,,,01,01
11429,ycjwzsgq,闪光器,只,,0,0,闪光器,,,01,01
11430,YCJYS1,机油感应塞,只,,0,0,电子机油塞,,,01,01
11431,ycjys9yxjys,机油感应塞,只,,0,0,电子机油塞,,,01,01
11432,YCKMSMDKG,马达开关,只,,100,0,马达开关,,,01,01
11433,ycktzjl,张紧轮,只,,11,15,空调张紧轮,,,01,01
11434,ycojABSKGojqbkg,翘板开关,只,,0,0,ABS开关,,,01,01
11435,YCOJFZYGKGojqbkg,翘板开关,只,,0,0,辅助远光开关,,,01,01
11436,ycojxhhfkgojqbkg,翘板开关,只,,0,0,巡航恢复开关,,,01,01
11437,ycojxhKGojqbkg,翘板开关,只,,0,0,巡航开关,,,01,01
11438,ycojxhqxkgojqbkg,翘板开关,只,,0,0,巡航取消开关,,,01,01
11439,ycojzdkgojqbkg,翘板开关,只,,0,0,诊断开关,,,01,01
11440,YCOMCSCGQ,鲁重,只,,39,0,车速传感器,,,01,01
11441,ycomcscgq1,车速传感器,只,,0,0,车速传感器,,,01,01
11442,YCOMCSCGQ2,鲁重,只,,39,0,车速传感器,,,01,01
11443,YCOMDCQF,电磁气阀,只,,0,0,电磁气阀,,,01,01
11444,YCOMDCQF1,电磁气阀,只,,0,0,电磁气阀,,,01,01
11445,ycOMddzc183-06,灯炮,只,,270,320,大灯总成,,,01,01
11446,ycomddzc83-06,灯炮,只,,270,320,大灯总成,,,01,01
11447,ycomjys5,鲁重,只,,13,0,机油塞,,,01,01
11448,YCOMNFSX,暖风水箱,只,,0,0,暖风水箱,,,01,01
11449,YCOMQYBJQ,鲁重,只,,14,0,气压报警器,,,01,01
11450,ycomscdkg,刹车灯开关,只,,3.2,0,刹车灯开关,,,01,01
11451,ycomsgq,闪光器,只,,0,0,闪光器,,,01,01
11452,ycomshyzkq1,起动继电器,只,,55,0,三合一控制器,,,01,01
11453,YCOMYBBMQ,仪表总成,只,,0,0,仪表拨码器,,,01,01
11454,YCOMYBZC1,仪表总成,只,,300,500,仪表总成,,,01,01
11455,YCOMYFZ5,油浮子,只,,0,0,油浮子,,,01,01
11456,YCOMYGJDQ,鲁重,只,,8.2,0,雨刮继电器,,,01,01
11457,YCOMZHKG1,组合开关,只,,0,0,组合开关,,,01,01
11458,ycpdzjl,,只,,0,0,皮带张紧轮,,全公司共享,01,01
11459,YCSC6114FSY,风扇叶,只,,0,0,风扇叶,,,01,01
11460,YCSLSGQ,闪光器,只,,0,0,闪光器,,,01,01
11461,ycslymtb,发动机配件,只,,0,0,电子油门踏板,,,01,01
11462,YCSTRCSCGQ,车速传感器,只,,0,0,车速传感器,,,01,01
11463,ycstrdyzkg,电源总开关,只,,20,0,电源总开关,,,01,01
11464,YCSTREJCGQ,车速传感器,只,,85,90,里程表二级传动,,,01,01
11465,YCSTRJYS,机油感应塞,只,,0,0,机油塞,,,01,01
11466,YCSTRQYBJQ,气压报警器,只,,0,0,气压报警器,,,01,01
11467,ycstrwqybjq,气压报警器,只,,0,0,气压报警器,,,01,01
11468,ycstrwsws,鲁重,只,,11,0,水温感应塞,,,01,01
11469,yctjdcdkg,鲁重,只,,18,20,倒车灯开关,,,01,01
11470,YCTJDDZCZ,灯炮,只,,0,0,大灯总成,,,01,01
11471,YCTJFDJ,鸿运,台,,0,0,发电机,,,01,01
11472,YCTJYMTB,发动机配件,只,,0,0,电子油门踏板,,,01,01
11473,yctjzlq,博纳,只,,210,210,助力器,,,01,01
11474,YCTJZLQTLZLQ,博纳,只,,0,0,助力器,,,01,01
11475,yctjzwd,灯炮,只,,0,0,电子尾灯,,,01,01
11476,yctlcscgq1,车速传感器,只,,0,0,车速传感器,,,01,01
11477,YCTLCSCGQ2,车速传感器,只,,0,0,车速传感器,,,01,01
11478,YCTLCSCGQ3,车速传感器,只,,0,0,车速传感器,,,01,01
11479,yctldhkg,点火开关,只,,100,0,点火开关,,,01,01
11480,YCTLDYF,断油阀,只,,135,150,断油阀,,,01,01
11481,yctldyf1,断油阀,只,,0,0,断油阀,,,01,01
11482,yctlfdj,余姚,台,,850,0,发电机,,,01,01
11483,YCTLJYS,机油感应塞,只,,0,0,机油感应塞,,,01,01
11484,yctlktg,空调管,根,,120,140,空调低压管,,,01,01
11485,yctlnfdj,暖风电机,只,,,0,暖风电机,,,01,01
11486,YCTLSGQ,鲁重,只,,33,0,闪光器,,,01,01
11487,YCTLSGQ1,鲁重,只,,33,0,闪光器,,,01,01
11488,YCTLSWS,水温感应塞,只,,0,0,水温感应塞,,,01,01
11489,YCTLYDDSJQ,升降器,只,,0,0,电动升降器,,,01,01
11490,yctlysj,压缩机,台,,130,200,压缩机,,,01,01
11491,yctlysj2,压缩机,台,,325,,压缩机,,,01,01
11492,yctlysjq3,压缩机,台,,325,,压缩机,,,01,01
11493,yctlywd,翘板开关,只,,75,9,前雾灯,,,01,01
11494,YCTLZDDSJQ,升降器,只,,0,0,电动升降器,,,01,01
11495,YCX,,根,,0,0,廷长线,,全公司共享,01,01
11496,YCXBW12VYGDJ,雨刮电机,只,,46,55,雨刮电机,,,01,01
11497,YCXBW24VYGDJ,雨刮电机,只,,55,60,雨刮电机,,,01,01
11498,YCXCtlddzc,灯炮,只,,1200,1300,大灯总成,,,01,01
11499,YCXCtlddzc1,灯炮,只,,1200,1300,大灯总成,,,01,01
11500,ycxdwjys,机油感应塞,只,,0,0,机油感应塞,,,01,01
11501,YCXDWQDKZQ,喇叭开关,只,,0,0,起动控制器,,,01,01
11502,ycXJHYFZ,油浮子,只,,20,25,油浮子,,,01,01
11503,YCXJT,,根,,0,0,延长线接头,,全公司共享,01,01
11504,YCXJT1,,根,,0,0,延长线接头,,全公司共享,01,01
11505,YCXJT2,,根,,0,0,延长线接头,,全公司共享,01,01
11506,ycyjlcb,里程表,只,,85,120,里程表,,,01,01
11507,ycymtb,发动机配件,只,,265,0,电子油门踏板,,,01,01
11508,YCYMTB1,发动机配件,只,,0,0,电子油门踏板,,,01,01
11509,YCYWKJL,机滤,只,,0,0,机滤,,,01,01
11510,YCYWKJL1,机滤,只,,0,0,机滤,,,01,01
11511,yczddzc,灯炮,只,,365,390,大灯总成,,,01,01
11512,YCZQkdKG,鲁重,只,,6.8,0,空档开关,,,01,01
11513,yddldcdkg,鲁重,只,,13,20,倒车灯开关,,,01,01
11514,YDHLBAN,喇叭开关,只,,0,0,喇叭按钮,,,01,01
11515,YDJ6DCDKG,鲁重,只,,18,20,倒车灯开关,,,01,01
11516,ydl404FKKG,AC开关,只,,0,0,风口开关,,,01,01
11517,YDL507YSJ,,台,,0,0,压缩机,,全公司共享,01,01
11518,ydlKTZJL1,张紧轮,只,,0,0,空调张紧轮,,,01,01
11519,ydlSFZ,风罩,只,,0,0,双风罩,,,01,01
11520,ydsqjdf,重汽备品,只,,202.5,0,三桥继动阀,,,01,01
11521,YDT1315AJSQDJ,无锡闽仙,台,,185,0,减速起动机,,,01,01
11522,ydt1315cjsqdj,武进航海,台,,0,0,减速起动机,,,01,01
11523,YDT138AJSQDJ,无锡闽仙,台,,185,0,减速起动机,,,01,01
11524,YDT138CJSQDJ,无锡闽仙,台,,185,0,减速起动机,,,01,01
11525,ydt153jsqdj,,台,,0,0,减速起动机,,全公司共享,01,01
11526,ydt158djsqdj,武进航海,台,,0,0,减速起动机,,,01,01
11527,ydt252yjsqdj,无锡闽仙,台,,185,0,减速起动机,,,01,01
11528,ydt2636ajsqdj,无锡闽仙,台,,0,0,减速起动机,,,01,01
11529,YDT273JSQDJ,,台,,290,0,减速起动机,,全公司共享,01,01
11530,ydt4100jsqdj,无锡闽仙,台,,0,0,减速起动机,,,01,01
11531,ydt4102jsqdj,无锡闽仙,台,,0,0,减速起动机,,,01,01
11532,YDT4105JSQDJ,无锡闽仙,台,,212,0,减速起动机,,,01,01
11533,ydt4105jsqdj1,无锡闽仙,台,,212,0,减速起动机,,,01,01
11534,ydt4108jsqdj,无锡闽仙,台,,0,0,减速起动机,,,01,01
11535,ydt498jsqdj,武进航海,台,,0,0,减速起动机,,,01,01
11536,ydt498jsqdj1,武进航海,台,,0,0,减速起动机,,,01,01
11537,ydt6btjsqdj,无锡闽仙,台,,310,410,起动机,,,01,01
11538,ydtdycjsqdj,无锡闽仙,台,,530,0,减速起动机,,,01,01
11539,ydtpjsjsqdj,无锡闽仙,台,,185,0,减速起动机,,,01,01
11540,ydtwsljsqdj,武进航海,台,,0,0,减速起动机,,,01,01
11541,ydtwsljsqdj2,武进航海,台,,0,0,减速起动机,,,01,01
11542,YDXSTHF,双通H阀,只,,27,0,双通H阀,,,01,01
11543,YF,油封,只,,0,0,油封,,,01,01
11544,YG21CWGP,雨刮器,只,,0,0,无骨片,,,01,01
11545,yg550wgp,雨刮器,只,,0,0,无骨片,,,01,01
11546,YG600WGP,雨刮器,只,,0,0,无骨片,,,01,01
11547,ygblj,小水箱,瓶,,0,40,荧光补漏剂,,,01,01
11548,YGEBXH,保险盒,只,,580,620,保险盒,,,01,01
11549,YGJ,空调配件,支,,0,0,萤光剂,,,01,01
11550,ygjly,空调配件,套,,0,0,荧光检测仪,,,01,01
11551,yglnq1,冷凝器,只,,160,,冷凝器,,,01,01
11552,YH140-2LBKG140-2QBKG,翘板开关,只,,3.5,7,喇叭开关,,,01,01
11553,YH140-2WDKG140-2QBKG,翘板开关,只,,1.2,2,雾灯开关,,,01,01
11554,YH140WDKG140QBKG,翘板开关,只,,1.2,2,雾灯开关,,,01,01
11555,YH153JBKG153qbkg,翘板开关,只,,0,7,警报开关,,,01,01
11556,YH153LBKG153qbkg,翘板开关,只,,0,5,喇叭开关,,,01,01
11557,yhalfskg,翘板开关,只,,0,0,风扇开关,,,01,01
11558,YHalJBKGALQBKG,鲁重,只,,3.8,10,警报开关,,,01,01
11559,YHALQBKG1ALQBKG,鲁重,只,,3.8,10,风扇开关,,,01,01
11560,YHalQBKGALNFKG,鲁重,只,,3.8,10,暖风开关,,,01,01
11561,YHALqlkgALQBKH,鲁重,只,,3.8,10,取力开关,,,01,01
11562,YHBCQBKGBCDYKG,鲁重,只,,6.5,12,电源开关,,,01,01
11563,YHBCQBKGBCJBKG,鲁重,只,,6.5,12,警报开关,,,01,01
11564,YHBCQBKGBCLBKG,翘板开关,只,,0,5,喇叭开关,,,01,01
11565,YHBCQBKGBCWDKG,鲁重,只,,5.5,10,雾灯开关,,,01,01
11566,YHBLQBKG,鲁重,只,,5.5,10,前雾灯开关,,,01,01
11567,YHBLQBKG1,鲁重,只,,5.5,10,后雾灯开关,,,01,01
11568,YHBLQBKG2,翘板开关,只,,3.5,7,警报开关,,,01,01
11569,YHBLQBKG3,鲁重,只,,3.8,10,喇叭开关,,,01,01
11570,YHBLQBKG4,翘板开关,只,,0,0,电源开关,,,01,01
11571,YHBLQBKG5,鲁重,只,,3.8,10,取力开关,,,01,01
11572,yhdldgzkg,鲁重,只,,5.5,0,灯光总开关,,,01,01
11573,YHdlJBKGDLQBKG,鲁重,只,,6.5,12,警报开关,,,01,01
11574,YHDLQBKG6,鲁重,只,,6.5,0,雾灯开关,,,01,01
11575,YHHLQBKGHLYRKG,鲁重,只,,3.8,10,预热开关,,,01,01
11576,YHhwDYZKG,鲁重,只,,25,35,电源总开关,,,01,01
11577,YHHWJBKGHWQBKG,鲁重,只,,5.5,10,警报开关,,,01,01
11578,YHHWLBKGHWQBKG,翘板开关,只,,0,5,喇叭开关,,,01,01
11579,YHhwQBKGHWJBKG,鲁重,只,,3.8,10,警报开关,,,01,01
11580,YHhwQBKGHWLBKG,翘板开关,只,,0,5,喇叭开关,,,01,01
11581,YHHWQBKGHWQLKG,翘板开关,只,,0,5,取力开关,,,01,01
11582,YHHWQBKGHWWDKG,翘板开关,只,,0,5,后雾灯开关,,,01,01
11583,YHHWWDKG1HWQBKG,鲁重,只,,5.5,10,前雾灯开关,,,01,01
11584,yhhwYRKGHWQBKG,翘板开关,只,,0,0,预热开关,,,01,01
11585,YHJ6JBKGJ6QBKG,鲁重,只,,6.5,12,警报开关,,,01,01
11586,YHJ6LBKGJ6QBKG,翘板开关,只,,0,5,喇叭开关,,,01,01
11587,YHJ6qWDKGJ6QBKG,鲁重,只,,5.5,10,前雾灯开关,,,01,01
11588,yhJHLBKG1JHqbkg,翘板开关,只,,3.5,7,喇叭开关,,,01,01
11589,YHJHWDKGJHqbkg,翘板开关,只,,3.5,7,雾灯开关,,,01,01
11590,YHLDDZC,灯炮,只,,230,255,大灯总成,,,01,01
11591,yhOJabskgojqbkg,翘板开关,只,,0,0,ABS开关,,,01,01
11592,yhojjbkgojqbkg,鲁重,只,,3.8,10,警报开关,,,01,01
11593,YHojqlkgojqbkg,鲁重,只,,3.8,10,取力开关,,,01,01
11594,YHOJWDKGojqbkg,翘板开关,只,,0,0,雾灯开关,,,01,01
11595,yhsdcskgsdqbkg,翘板开关,只,,0,0,差速开关,,,01,01
11596,YHSDDYKGsdqbkg,翘板开关,只,,0,0,电源开关,,,01,01
11597,YHSDJBKGsdqbkg,翘板开关,只,,0,0,警报开关,,,01,01
11598,YHSDLBKGsdqbkg,翘板开关,只,,0,0,喇叭开关,,,01,01
11599,YHSDQKJBKGSDQKQBKG,翘板开关,只,,3.5,7,警报开关,,,01,01
11600,YHSDWDKG1sdqbkg,翘板开关,只,,0,0,雾灯开关,,,01,01
11601,YHSDYRKG1sdqbkg,翘板开关,只,,0,0,预热开关,,,01,01
11602,yhsklhwfdj,北京奥博,台,,0,0,发电机,,,01,01
11603,yhstrwdgzkgstrwqbkg,鲁重,只,,5.5,0,灯光总开关,,,01,01
11604,yhstrwqWDKGstrwqbkg1,翘板开关,只,,5.5,0,前雾灯开关,,,01,01
11605,YHTLDDKGTLQBKG,鲁重,只,,3.8,10,大灯开关,,,01,01
11606,YHTLDDKGTLQBKG1,鲁重,只,,3.8,10,顶灯开关,,,01,01
11607,YHTLDDTCKGTLQBKG,翘板开关,只,,0,5,电动天窗开关,,,01,01
11608,YHTLDYKGtlqbkg,翘板开关,只,,0,0,电源开关,,,01,01
11609,YHTLhWDKGTLQBKG,鲁重,只,,3.8,10,后雾灯开关,,,01,01
11610,YHTLHZDKGTLQBKG,鲁重,只,,3.8,10,后照灯开关,,,01,01
11611,YHTLJBKGtlqbkg,鲁重,只,,3.8,10,警报开关,,,01,01
11612,YHTLJSKGTLQBKG,鲁重,只,,3.8,10,举升开关,,,01,01
11613,YHTLLBKGTLQBKG,鲁重,只,,5.5,10,喇叭开关,,,01,01
11614,YHTLQLKGTLQBKG,鲁重,只,,3.8,10,取力开关,,,01,01
11615,YHTLSF,鲁重,只,,5.5,10,淋水阀,,,01,01
11616,YHTLTCQLKGTLQBKG,翘板开关,只,,0,5,停车取力开关,,,01,01
11617,YHZBWDKG1ZBQBKG,翘板开关,只,,1.8,4,雾灯开关,,,01,01
11618,YHZBWDKGZBQBKG,翘板开关,只,,1.8,4,雾灯开关,,,01,01
11619,YHZLLDYKGzllqbkg,翘板开关,只,,0,0,电源开关,,,01,01
11620,YHZLLGZKGzllqbkg,翘板开关,只,,3,10,干燥开关,,,01,01
11621,YHzllJBKGzllqbkg,鲁重,只,,6.5,12,警报开关,,,01,01
11622,YHzllLBKGzllqbkg,翘板开关,只,,0,5,喇叭开关,,,01,01
11623,YHZLLNFKGzllqbkg,鲁重,只,,3.8,10,暖风开关,,,01,01
11624,YHzllqlkgzllqbkg,鲁重,只,,3.8,10,取力开关,,,01,01
11625,YHzllWDKGzllqbkg,鲁重,只,,5.5,10,前雾灯开关,,,01,01
11626,YJ465FDJ,余姚,台,,0,0,发电机,,,01,01
11627,YJXSQ,,台,,0,0,液晶显示器,,全公司共享,01,01
11628,yk505ysj,压缩机,台,,0,0,压缩机,,,01,01
11629,yk50824vysj,压缩机,台,,350,0,压缩机,,,01,01
11630,YKAWYSJ,压缩机,台,,400,0,压缩机,,,01,01
11631,YKAWYSJA,压缩机,台,,290,330,压缩机,,,01,01
11632,YK-B050,断油阀,只,,0,0,断油阀,,,01,01
11633,YK-BO62DYF,断油阀,只,,0,0,断油阀,,,01,01
11634,YKHWYSJ,压缩机,台,,305,0,压缩机,,,01,01
11635,ykomysj,压缩机,台,,400,,压缩机,,,01,01
11636,YKOMYSJ12,压缩机,台,,400,,压缩机,,,01,01
11637,YKQ,低音炮,只,,0,0,遥控器带收音（广韵),,,01,01
11638,YKSGYSJ,,台,,400,0,压缩机,,全公司共享,01,01
11639,YKTLYSJ,压缩机,台,,130,200,压缩机,,,01,01
11640,yktlysj5,压缩机,台,,390,410,压缩机,,,01,01
11641,YKXSYSJ,压缩机,台,,325,0,压缩机,,,01,01
11642,YL11AFDJ,阳湖,台,,180,0,发电机,,,01,01
11643,YL151FSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11644,YL153210MLFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11645,YL153210MLFSY1,风扇叶,只,,0,0,风扇叶,,,01,01
11646,YL153230MLFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11647,YL153240MLFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11648,YL153260MLFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11649,YL153300MLFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11650,YL520SYXKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11651,yl550DKFSY,风扇叶,只,,30,35,风扇叶,,,01,01
11652,YL550SYDKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11653,YL550SYXKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11654,YL550SYXKFSY1,风扇叶,只,,0,0,风扇叶,,,01,01
11655,yl550XKFSY,风扇叶,只,,30,35,风扇叶,,,01,01
11656,yl6105fsy,风扇叶,只,,,,风扇叶,,,01,01
11657,YL6108FSY,风扇叶,只,,160,0,风扇叶,,,01,01
11658,YL6108FSY1,风扇叶,只,,160,0,风扇叶,,,01,01
11659,YL6113FSY,风扇叶,只,,45,0,风扇叶,,,01,01
11660,YLB24VZGBSZFX,蒸发箱,台,,0,0,蒸发箱,,,01,01
11661,YLB50812VYSJ,压缩机,台,,0,0,压缩机,,,01,01
11662,YLBAWYSJ,压缩机,台,,0,0,压缩机,,,01,01
11663,YLBCTD,,套,,0,0,LED长条灯,,,01,01
11664,YLBCTD1,,套,,0,0,LED长条灯,,,01,01
11665,YLBCTD2,,套,,0,0,LED长条灯,,,01,01
11666,YLBCTD3,,套,,0,0,LED长条灯,,,01,01
11667,YLBDLYSJ,压缩机,台,,0,0,压缩机,,,01,01
11668,YLBHWYSJ,压缩机,台,,0,0,压缩机,,,01,01
11669,YLBHWYSJA7,压缩机,台,,0,0,压缩机,,,01,01
11670,YLBTJYSJ,压缩机,台,,0,0,压缩机,,,01,01
11671,YLBYJXSP,,只,,0,0,液晶显示屏,,全公司共享,01,01
11672,YLBYJXSP1,,只,,0,0,液晶显示屏,,全公司共享,01,01
11673,YLCC4102FSY,风扇叶,只,,0,0,风扇叶,,,01,01
11674,YLCCSDFSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11675,YLCGQ   ,压力传感器,只,,0,0,压力传感器,,,01,01
11676,YLCGQ1   ,压力传感器,只,,0,0,压力传感器,,,01,01
11677,YLCGQ2   ,压力传感器,只,,100,0,压力传感器,,,01,01
11678,YLCGQ4,压力传感器,只,,0,0,压力传感器,,,01,01
11679,YLDAWFSY,风扇叶,只,,160,0,风扇叶,,,01,01
11680,YLF,,只,,0,0,溢流阀,,,01,01
11681,ylf1,电喷系列,只,,25,0,溢流阀,,,01,01
11682,YLHB67JFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11683,YLHB68JFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11684,YLhwFSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11685,YLHWFSY1,风扇叶,只,,0,0,风扇叶,,,01,01
11686,YLHWFSY2,风扇叶,只,,0,0,风扇叶,,,01,01
11687,YLJ6FSY,风扇叶,只,,0,0,风扇叶,,,01,01
11688,YLJDD,灯壳,只,,0,0,压路机大灯,,,01,01
11689,YLJDDKFSY,风扇叶,只,,160,0,风扇叶,,,01,01
11690,YLJDSYDKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11691,YLJDSYXKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11692,YLJDXkFSY,风扇叶,只,,160,0,风扇叶,,,01,01
11693,YLKMSFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11694,YLKMSTLFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11695,YLQDSDFSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11696,YLSC6114FSY,风扇叶,只,,160,0,风扇叶,,,01,01
11697,YLSC6114FSY1,风扇叶,只,,0,0,风扇叶,,,01,01
11698,YLSDDKFSY1,风扇叶,只,,,0,风扇叶,,,01,01
11699,YLSDHWFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11700,YLSDLKFSY,风扇叶,只,,45,0,风扇叶,,,01,01
11701,YLSDXKFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11702,YLSTRFSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11703,YLSTRFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11704,YLSTRWFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11705,yltktgyg,空调管,根,,55,0,空调高压管,,,01,01
11706,YLTKTLX,机滤,只,,0,0,空调滤芯,,,01,01
11707,YLTLDG,雨刮连动杆,根,,46,0,雨刮连动杆,,,01,01
11708,YLTLFSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11709,YLTLNQ,,只,,0,0,冷凝器,,全公司共享,01,01
11710,YLTYGDJ,雨刮电机,只,,0,0,雨刮电机,,,01,01
11711,yltysj,压缩机,台,,350,0,压缩机,,,01,01
11712,yltznks,内扣手,只,,0,0,内扣手,,,01,01
11713,YLXAWFSY,风扇叶,只,,160,0,风扇叶,,,01,01
11714,YLXDWFSY,风扇叶,只,,160,0,风扇叶,,,01,01
11715,YLYC6108FSY,风扇叶,只,,0,0,风扇叶,,,01,01
11716,ylydyb,水温表,只,,0,0,油量与电压表,,,01,01
11717,YLYQAWFSLHQ,风扇离合器,只,,0,0,风扇离合器,,,01,01
11718,YLZ520FSY,风扇叶,只,,0,0,风扇叶,,,01,01
11719,YMQDJ,,台,,450,0,减速起动机,,全公司共享,01,01
11720,YMTH,拉线,根,,0,0,油门弹簧,,,01,01
11721,YMTKDPCT,电喷系列,只,,0,180,电喷插头,,,01,01
11722,YMTKNSB,电喷系列,只,,0,0,尿素泵,,全公司共享,01,01
11723,YMTKNSB1,电喷系列,只,,0,0,尿素泵,,全公司共享,01,01
11724,YMTKNSB2,电喷系列,只,,0,3800,尿素泵,,全公司共享,01,01
11725,YMWFSY,风扇叶,只,,0,0,风扇叶,,,01,01
11726,YMZP,雨刮片,只,,0,0,雨刮片,,,01,01
11727,YN4100FSY,风扇叶,只,,0,0,风扇叶,,,01,01
11728,YN4100QGC,气缸床,张,,0,0,气缸床,,,01,01
11729,YN4100SYB,输油泵,只,,0,0,输油泵,,,01,01
11730,ynfdj,无锡闽仙,台,,0,0,发电机,,,01,01
11731,YP495FDJ1,兴达,台,,0,0,发电机,,,01,01
11732,YP50ACDJ,充电机,台,,0,0,充电机,,,01,01
11733,ypcdb,充电机,台,,0,0,充电表,,,01,01
11734,ypcdb1,充电机,台,,0,0,充电表,,,01,01
11735,yq1061lhqzb,瑞立,只,,0,0,离合器总泵,,,01,01
11736,YQ141DXF,重汽备品,只,,0,0,单向阀,,,01,01
11737,YQ141HFB,重汽备品,只,,,0,后分泵,,,01,01
